sense,sing_pl,sentence
gout,pl,entre ces séparations remplies de figures et sur la bordure de ces tableaux on a pratiqué des ornements dont le goût et la forme sont très baroques .
ornament,pl,mais tous ces blocs se trouvent dans les mêmes circonstances générales c'est-à-dire qu'il sont isolés ou du moins distincts les uns des autres même dans leurs plus grands entassements qu'on voit souvent des bas-reliefs baroques à leur surface et qu'ils se trouvent dans des sables .
ornament,pl,nous ne mettrons pas au nombre des ornements ces masses vagues baroques qu'on ne peut définir et que nous nommons chicorée .
ornament,pl,nous ne mettrons pas au nombre des ornements ces masses vagues baroques que nous nommons chicorée .
ornament,pl,deux urnes à fond bleu et compartiments blancs baroques replis d'arbres de fleurs et de bouquets le tout fort élégant et superbe .
ornament,pl,ce qui choque le goût au premier aspect les morceaux de ce maître ce sont ces bordures gothiques ou baroques dont quelques artistes surtout ceux d'augsbourg et de nuremberg ont infecté tous les arts jusqu'à l'architecture .
ornament,pl,peu à peu toutes les villes les plus considérables de l'europe eurent des horloges ornées et enrichies de différentes machines et de singularités quelquefois assez baroques .
ornament,pl,ces pieux dépouillés de leur écorce sont ou peints de diverses couleurs ou ornés de sculptures baroques .
ornament,pl,cinq racines baroques sculptées à chine et connues sous le nom de mandragores .
ornament,pl,et au lieu d'ornements baroques qu'on y mette du vrai du naturel du singulier du bizarre même sans aller jamais au delà des bornes et on fera du beau du suprenant du prodigieux .
ornament,pl,l'auteur de ce traité s'élève contre les ornements baroques contres ces enroulements et ces volutes contournées qui ne présentent rien dans la nature et qui ne sont qu'un assemblage monstreux de coquilles de plantes et cetera .
ornament,pl,ne croyez pas cependant que je veuile m'ériger en défenseur de tous ces ornements baroques et bizarres qu'on a inventés de nos jours .
ornament,pl,nous commençons enfin à retourner au goût grec dans quelques unes des parties principales de l'architecture ainsi que dans ses ornements après avoir essayé pendant plus de 50 ans des essais continus de membres lourds ou mesquins d'ornements baroques ou entortillés et de formes tourmentés telles que celles des borromini des meissonnier des pineau .
ornament,pl,et malgré les pans coupé arrondis les pilastres sans proportion et les panneaux à moulures baroques .
ornament,pl,il consiste dans une manière d'écusson environné de moulures baroques et d'enroulements difformes .
ornament,pl,le duc de caravita a fait exécuter en pierres les ornements les plus absurdes du genre baroque dans un jardin situé à côté du château royal .
ornament,pl,il n'y a pas jusqu'au bois des chassis de croisées qui veulent aussi se faire de fête et qui se tortuent le plus joliment du monde sans autre avantage que de donner beaucoup de peine au menuisier et de l'embarras au vitrier lorsqu' il lui faut couper des verres dans ces formes baroques .
ornament,pl,du milieu de la décoration formé par un corps en saillie s'élevoit une tour octogone à la chinoise de neuf étages distingués par des corniches baroques aux angles desquelles étaient suspendues des clochettes .
ornament,pl,entre ces séparations remplies de figures et sur la bordure de ces tableaux on a pratiqué des ornements dont le goût et la forme sont très baroques .
other,pl,enfin nos aïeux étaient gothiques nos pères amis de la nature nous sommes singuliers et baroques .
other,pl,divers compliments presque tous assez baroques m'ont paru peu encourageans .
other,pl,il ne m'est point permis de faire perdre le temps à mon lecteur en le régalant d'une farce des systèmes sur cette matière tous également baroques et nullement satisfaisants .
other,pl,c'est que le bons sens ne sauroit se plier à ces tournures baroques se prêter à ces allures si peu naturelles .
other,pl,il faut surtout entasser des expressions incroyables et qui ne ressemblent à rien des tournures baroques des constructions barbares .
other,pl,on reprocha longtemps à crébillon la dureté la sécheresse l'incorrection les tournures baroques les barbarismes .
other,pl,cette lettre et toutes les instances précédentes ont été repondues par des refus ou par des propositions d'arrangements baroques et inacceptables .
other,pl,les beaux vers de monsieur racine sont durs et baroques quand ils sortent de la bouche d'un auvergnat .
other,pl,il nous seroit facile d'amuser l'oisive imbécilité de quelques méchants en citant quelques vers durs ou baroques malins ou irréguliers .
other,pl,mais tout le monde s'accorde à dire que les vers y sont durs baroques faits en dépit du bons sens .
other,pl,ses compagnes se joignent à elle et généralisant la querelle tombent à qui mieux mieux sur tous les auteurs et sur leurs prétendus titres à l'immoralité fondés sur quelques vers innocents ou baroques .
other,pl,mais on peut bien défier tous les furets d'histoires et tous les compilateurs de traits singuliers et baroques de citer quelque personnage riche heureux et bien sain de corps et d'esprit qui se soit tué uniquement par la crainte de devenir malheureux .
other,pl,c'est que par un contraste assez mal-adoit ils ont cru souvent rendre comme on l'a vu la naïveté et l'energie de l'auteur par des tournures triviales ou baroques .
other,pl,l'autre ordonne la manoeuvre en termes si singuliers et baroques qu'on n'y entend rien .
other,pl,c'est ainsi qu'après avoir été déchiré par tant de sons durs et baroques je n'ai pas lu sans plaisir les vers suivants .
other,pl,la langue dans laquelle ils écrivoient n'était pas ce composé monstrueux de sons durs et baroques qui défigurent les langues du nord .
other,pl,il te sied bien de me traiter de novice toi dont les sentiments sont mille fois plus gigantesques et plus baroques que ceux de nos preux chevaliers .
other,pl,j'ai dit que crébillon ne savoit ni le grec ni le latin ni sa propre langue et que pour entendte ses pièces barbares et baroques il faudroit les traduire en français .
other,pl,la plupart de ces noms étant d'ailleurs assez baroques et mal sonans à l'oreille .
other,pl,quant aux noms ordinaires et baroques de certaines lettres comme effe hache icse zede y grec on ne les lui apprit que lorsqu'il sut lire couramment pour qu'il comprît au moins ce qu'on entend par ces lettres ainsi improprement désignées .
other,pl,quelques minéralogues allemands qui se persuadent d'étendre infiniment les connaissances minéralogiques en inventant des noms nouveaux et baroques ont donné à la terre talquese verdâtre le nom de chlorite et à ce talc schisteux celui de chlorite schisteuse .
other,pl,zélés partisans de l'aimable fleur quand vous vous trouverez avec fleuristes ou avec des personnes qui souhaitent s'initier dans vos mystères alors quelque singuliers et baroques que soient les noms des renoncules usez-en pour entendre les autres et pour être entendu d'eux .
other,pl,le même art se trouve dans beaucoup d'autres endroits où le poète forcé d'employer des mots durs et baroques a su les accompagner d'autres mots plus beaux qui en ont fait disparaître la dureté et le désagrément .
other,pl,mais dans la nôtre ces deux mots ne font presque point des sens et sont tout-à-fait baroques dans la constructions des phrases .
other,pl,mais cette richesse dira t on ne suffit pas pour nous dédommager de la peine d'étudier trois langues difficiles et baroques .
other,pl,l'entortillage les épithètes amoncelées les inversions affectées et baroques la méprise qui tend à accumuler les mots au lieu de serrer les idées ne justifient point mal l'aversion qui redouble de jour en jour pour les fanfares des versificateurs qui ont pris la place des boileau des rousseau et voltaire .
other,pl,en mettant en musique les caractères odieux surtout s'il sont traités avec leurs développements par la poète je chercherois à pallier leurs défauts en rendant leurs inflexions plus mélodieuses que baroques .
other,pl,les architectes dans le goût gothique avoient souvent si j'en juge par ce que j'ai vu d'eux les idées du monde les plus baroques .
other,pl,quelles idées à la fois triviales fausses et baroques .
other,pl,mais comme cela ne sert la plupart du temps qu'à étouffer les bonnes idées et à en produire de bizarres disparates et baroques c'est dommage d'y risquer son temps et sa peine .
other,pl,sur ces esprits faux et baroques auxquels la plupart des enfants sont abandonnés .
other,pl,ne seroit-il pas beaucoup plus facile de nommer et de diviser le ponde en disant au juste sa quantième particule qu'en se servant de toutes ces dénominations étrangères et fort difficiles et baroques lesquelles paraissent n'avoir été que pour embrouiller .
other,pl,quoique il y ait d'autres couplets aussi agréables dans cette pièce ils paraissent si baroques en les écrivant parce qu'ils sont dans un jargon de village que nouns avons cru devoir nouns abstenir de les rapporter .
other,pl,qu'est ce qui reste au spectateur de tant de contrariétés qui souvent sont des plus baroques si ce n'est le sentiment du ridicule attaché à de si grandes déviations .
other,pl,les universités de certains électorats de l'allemagne et de pays autrichiens sont celles où l'on dispute le plus en public et où l'on entend les choses les plus extraordinaires et les plus baroques .
other,pl,on croit trop aujourd'hui qu'en accumulant des modulations extraordinaires en coupant des phrases en affectant des chants bizarres et même baroques on a trouvé ce style .
other,pl,on dédaignera un jour ces chants bizarres et baroques qui tourmentent presque autant nos oreilles que les paroles sur lesquelles on étend la musique .
other,pl,au reste la plupart de ces airs qui nous paraissent froids et monotones étaient trouvés extraordinaires et même baroques par les prétendus connaisseurs de ce temps-là qui n'estimaient guerres que les sarabandes et les courantes que l'on dansoit au mariage de louis .
other,pl,aux airs si chantans si variés si gais si dansans des indes galantes des talents lyriques de pigmalion ont succédé des airs lourds baroques et peu faits pour la danse .
other,pl,mais ces airs peuvent aussi n'avoir de sens que par le souvenir des paroles comme dans l'autre exemple où l'air insignificant et baroque ne fait que déplaire à l'oreille s'il on ne se rappelle pas que dans une situation semblable on a entendu sur ce même air la mère dire à sa fille .
other,pl,c'est ainsi que tout récemment il a proposé à m le marquis de montesquiou fezensac son premier écuyer des bouts rimés à remplir extrêmement baroques et ceux qui ont lu les vers assurent que ce seigneur s'en est tiré d'une manière piquante et facile .
other,pl,le camp où cette armée est placée est des plus baroques et seroit très mauvais si l'ennemi était supérieur en infanterie .
other,pl,c'est une rapsodie de vers baroques de sottises et d'injures .
other,pl,il alloit même faire quelques vers baroques qui n'auroient pas été moins contre la mémoire de ce pauvre racine qu'au profit de ce qu'il venit d'avance lorsque m de re s'écria racine .
other,pl,si en feulletant chapelain ronsard lemierre et piis vous trouvez des vers plus baroques plus durs plus rocailleux que ceux-ci je me soumets à l'alternative à votre choix ou d'apprendre la pièce de chénier par coeur ou de passer le reste de mes jours aux galères .
other,pl,est-ce par cet amas de trivialités baroques que l' on croit remplacer l'énergie franche et militaire qui devoit caractériser en cet endroit le style du poète .
other,pl,arrivés ils lui firent faire plusieurs signes de crox et lui remirent un livre dans lequel remirent un livre dans lequel il lut des termes baroques qu'il n'entendoit pas .
other,pl,car enfin que nous disent ces termes baroques imposés aux tulipes .
other,pl,cette logique est entièrement dépouillée de tous les termes baroques de l'école qui embarassent plutôt l'esprit que de lui inculquer une science absolument nécessaire aux honnêtes gents ce qui la rend très facile et à portée de tout le monde .
other,pl,et les mots du dictionnaire de botanique ont chassé tous les termes baroques qui désignent les différentes parties du corps humain .
other,pl,il y a des gents qui oublient les mots les plus aisés à tetenir et qui cependant conservent la mémoire de beaucoup d'autre termes baroques et difficiles à prononcer .
other,pl,je trouve l'expédient fort bon d'avoir substitué à un divertissement dans lequel il falloit se donner la peine de raisonner et d'avoir du bon sens ou tout au moins de l'esprit un amusement sans conséquence où l'on n'a que faire bonne contenance devant des cartes et de lâcher de temps en temps certains termes baroques et consacrés aux mystères qu'on célèbre dans le silence le plus profond .
other,pl,les théologiens ont inventé des termes quelquefois un peu baroques et barbares pour faire concevoir des choses abstraites et difficiles .
other,pl,mais dans le français la langue familière y trouve les termes les plus baroques c'est comme si l'on voyoit parmi nos animaux domestiques un tigre un requin .
other,pl,on a observé en passant sous les petits piliers des halles que des mots singuliers extraordinaires un peu longs intersidaient tellement les harangères de ce pays-là qu'elles se taisaient tout d'un coup frappées d'une terreur panique et dépitées de ne pas trouver dans leur répertoire de quoi répondre à des termes si baroques .
other,pl,on sera sans doute bien étonné de ne point voir reparoître ici ce fatras dégoûtant de termes baroques dont l'ancienne scolastique avoit hérissé la logique .
other,pl,ou veulent ils envelopper les sciences avec des termes baroques pour empêcher les progrès de l'esprit humain que ces termes obscurs et inintelligibles ne font que rallentir .
other,pl,pour rejouir le lecteur aux dépens de ce pauvre écrivain le prélat lui fait un exhortation qui n'est presque composée que de termes baroques qu'il avoit hazardés .
other,pl,on veut en vain que la raison docile ne trouve beau que le seul difficile quand frappant l'air par de baroques sons on les promene et par sauts et par bonds tant que leur bruit las d'étourdir l'oreille expire enfin sans que le coeur s'éveille .
other,pl,par là les sons les plus baroques sont bientôt les plus courus .
other,pl,quand frappant l'air par de baroques sons on les promene et par sauts et par bonds tant que leur bruit las d'étourdir l'oreille expire enfin sans que le coeur s'éveille .
other,pl,ce scrutin que m péthion nomme épuratoire parce qu'il faut aujourd'hui des sobriquets baroques et des intitulés d'empyriques aux choses les plus simples consiste dans un première opération où chaque électeur indique librement et généralement autant de noms qu'il y a de membres à élite .
other,pl,ce misérable qui à ce qu'on dit est dupe de lui-même opère publiquement et tout consiste à faire sur l'énergumene trois ou quatre fois par jour quelques simagrées baroques précédées de quelques mots et d'un certain cérémonial qui semble indiquer qu'il dispose l'appartement où la malade se trouve à la réception d'un esprit .
other,pl,les jardiniers sont d'avis contraire et ont à cet égard des sentiments les plus baroques dont les ignorants et les imbécilles ne veulent se départir .
other,pl,frivoline riant aux éclats vous entendés toutes vos sciences baroques et vous ne m'entendés pas .
other,pl,ces rimes assez baroques firent qu'on ne s'empressa pas de les remplir .
other,pl,il y a des vers heureux dans leurs pièces mais toutes manquent d'ensemble et je conviens qu'il était très difficile d'y en mettre avec des rimes aussi baroques .
other,pl,parmi beaucoup de lieux communs relevés des rimes baroques vous trouverés dans cette nouvelle petite pièce de vers quelques traits ingénieur et bien amenés .
other,pl,principes ignorés procédés équivoques doctrine ridicule et résultats baroques sont le tissu d'un système inventé pour caresser votre goût pour les modes .
other,pl,j'ai vu plusieurs fois et dans plusieurs provinces toute l'autorité du conseil et la force coercitive du gouvernement ne pas suffire pour suspendre l'exécution de quelques règlements baroques légèrement autorisés nécessairement enfreints mais d'une abolition que le préjugé d'abord et l'esprit de parti ensuite rendoient très difficile .
other,pl,il veut m'apprendre par cent règles baroques à dire en bonne logique que deux et deux font quatre .
other,pl,et c'en est un bien vif pour l'observateur que d'examiner ces figures grotesques et d'entendre les réflexions baroques qui enchérissent encore sur les préventions et les erreurs des gazettes les anti anglicannes .
other,pl,l'enfant vous fera toutes sortes de questions baroques et ces questions alongent insensiblement l'instruction à laquelle il faut mêler sans saute des images riantes pour insinuer la leçon et pour qu'il s'y laisse prendre .
other,pl,cependant urbain qui paroissait ami de la france se mit bientôt du côté des espagnols voyant que le roi ne vouloit point adhérer aux propositions baroques qu'il lui avoit fait touchant la valteline .
other,pl,tous ces procédés baroques sont dûs à l'ignorance .
other,pl,abdiquez vos prétentions baroques vos distinctions tyraniques et que votre respect pour le travail le vivisie l'anine lui redonne promptement les forces que votre insultant mépris lui ôte sans cesse .
other,pl,il faut absolument m'embrasser tout ce qui soupait chez vous et ne pas oublier jusqu'à ce bon maître d'hôtel qui s'exposait aux railleries pour me donner des tomates et d'autres plats baroques espagnols tant il devinait mieux le goût de son maître pour ses aimis que pour ses mets .
other,pl,elles pourroient dire aux autres pourquoi nous mettez vous en si mauvaise compagnie avec des plans si baroques un dialogue si étrange des phrases barbares et de méchants vers .
other,pl,pour avoir un peu exactement ce plan baroque de la caverne je fis tendre un cordeau marqué de toise en toise depuis la porte du mur circulaire jusqu'au fond de la grotte .
other,pl,disciple de ces hommes si profonds dante a hérissé son ouvrage ses deux derniers poèmes surtout et de leur doctrine ténébreuse et de leurs phrases baroques .
other,pl,par exemple lorsqu'excité par l'envie de corriger un certain vice de langage je crus qu'il serait peut-être piquant de mettre en scène janot et d'attaquer par ses phrases baroques une manière de jargon qui commençait à gagner même parmi les gents instruits et dans la bonne compagnie .
other,pl,ici je tiens des soliloques si quelque fois l'esprit malin dans le goût de saint augustin y fourre des pensers baroques .
other,pl,mais charger inconsidérément une pièce de pensées baroques ou d'expressions tout-à-fait étrangères au sujet .
other,pl,mais larder inconsidérément une pièce de pensées baroques ou d'expressions tout-à-fait étrangères au sujet .
other,pl,pour éviter la consommation excessive de papier qui le feroit nécessairement renchérir les bureaux des grands ouvrages seront fournis de tables d'ivoire et de crayons pour croquer les pensées baroques incohérentes et ridicules qui se présentent naturellement dans les grandes compositions .
other,pl,ainsi on dit un esprit un goût un ouvrage une pensée baroque .
other,pl,semaines très fausse assurément mais qui dans le fond n'est pas plus un crime que tant d'autres opinions baroques dont d'habiles gents s'infatuent .
other,pl,tous les philosophes tous les hommes instruits dont le nombre est si grand dans le royaume ont déjà fait divorce avec le pape abjuré son fatras d'opinions baroques et renoncé à ses pratiques burlesques .
other,pl,ces quatre tempéraments dont deux d'imagination ont fait donner des noms baroques et inintelligibles à quatre purgatifs qui doivent leur être administrés pour les entretenir dans leur nature .
other,pl,et si c'est une tulipe nouvellement gagnée on la surchargera du propre nom de l'acquéreur du possesseur ou de tel autre qu'on voudra et on aura par-là le portrait de la fleur et sa description ce qui prévaut sur la plupart des noms baroques que les fleuristes ont donné à ces plantes .
other,pl,il seroit au reste très difficile pour ne pas dire impossible de saisir au juste l'étymologie des noms baroques et souvent inintelligibles que les colons hollandais ont donnés aux différentes parties du pays qu'ils habitent .
other,pl,il seroit certainement à souhaiter qu'une dunciade botantique portâ la réforme dans ce vain étalage de noms baroques et leur fit substituer des dénominations simples et faciles à retenir .
other,pl,il vouloit savoir tous ces noms baroques .
other,pl,je ris de ces nomenclateurs botanistes qui passent leur vie à éplucher des mouffes à analyser des lychen à s'instruire des noms baroques de toutes les plantes de l'univers .
other,pl,l'année dernière les fabriques circonvoisins ne se soutinrent qu'en imitant les étoffes angloises soit pour les largeurs soit par des noms baroques de villes mis à la tête des pièces .
other,pl,les hérons du brésil qui sont le soco le cocoi et le guiratingua noms baroques qui désignent un animal inconnu à l'europe .
other,pl,macret tira ensuite de sa poche un livre dans lequel guillery et lui se mirent à lire et prononcèrent des noms baroques dont moreau n'avoit retenu que celui d'astaroth .
other,pl,noms baroques de jésuites et aussi hétéroclites que leurs principes et leurs raisonnements .
other,pl,on a travaillé pendant plus de deux mille ans inutilement à chercher tant de divisions de subdivisions de noms baroques qui tenoient du style des magiciens et au lieu d'éclairer l'esprit on ne lui a fourni que des occasions capables de l'arrêter dans ses opérations .
other,pl,on a travaillé pendant plus de deux mille ans inutilement à chercher tant de divisions de subdivisions de noms baroques qui tenoient du style des magiciens .
other,pl,on nous fait grace de bien d'autres noms aussi baroques qu'on pourroit citer .
other,pl,on sent bien néamoins qu'ici les couleurs les plus naturelles ont été désignées par des noms baroques et extraordinaires pour les rendre méconnaissables et former ainsi une science de ce qui n'en seroit point sans cette charlatanerie .
other,pl,qui ne s'est point accoutumé à prononcer et à entendre prononcer les noms baroques autrefois inconnus et maintenant célèbres .
other,pl,quoiqu'il en soit enfin on peut toujours inférer de tout ce que nous venons de rapporter que les anciens avoient une connaissance imparfaite des polypes utérins sous les noms baroques de poulpe sarcome fungus mal saint fiacre carcinome cercosis queue de la vulve et cetera .
other,pl,sous les noms baroques de passades terre à terre pesades mezair balotade pas et le saut falcades répolon et cetera et cetera et cetera .
other,pl,sous les noms baroques de passades terre à terre pesades mezair balotade pas et le saut falcades répolon et cetera .
other,pl,voilà une partie des noms baroques qu'on donne à des boissons qui font circuler dans nos veines des milliers de quintaux d'épiceries et nous rendent à trent ans plus vieux que nos ayeux ne l'étaient à quatre-vingt .
other,pl,a la bonne heure que ces narrés baroques composés de lambeaux disparates et mal assortis aient été arbitrairement cousus d'après les hiéroglyphes et expiqués au hasard par des traditions obscures mêlées elles-mêmes de contes puériles et absurdes .
other,pl,a méthode du second livre consiste à former des syllabes de l'assemblage desquelles il résulte des mots encore plus baroques que ceux formés par celui des lettres .
other,pl,c'est à dire qu'à force d'user de mots baroques et d'expressions barbares je pourrois vous ennuyer et vous assommer par une apparence d'érudition jusqu'à ce que pour me faire cesser de parler vous avoueriez complaisamment que vous m'avez compris .
other,pl,celle ci après avoir marmotté dessus la main de la jewkes une kyrielle de mots baroques  lui dit .
other,pl,celle ci après avoir marmotté sur la main de la jewkes une kyrielle de mots baroques lui dit .
other,pl,combien d'hommes dont tout le savoir ne consiste qu'en plus ou moins de mots retenus et qui incapables de traduire une ligne d'homère ou de virgile affectent de farcir leurs ouvrages et leurs leçons de citations grecques ou latines et de mots baroques et inintelligibles pour les quatre vingt dix neuf centièmes de ceux qui les écoutent ou les lisent en baillant .
other,pl,elle n'a d'autre fruit que de remplir la tête de trente mots baroques et pour l'ordinaire aux dépens de la science de l'histoire et de la morale .
other,pl,elle n'a d'autres fruits que de remplir la tête de trente mots baroques et pour l'ordinaire aux dépens de la science de l'histoire de la morale et des autres devoirs de son état .
other,pl,il se distingua en rhétorique et surtout en philosophie d'où il sut écarter les mots baroques et les arguments bizarres pour s'attacher aux raisonnements solides .
other,pl,il se peut que le géant ait dit des mots baroques mais le poète ne doit pas les avoir retenus .
other,pl,il sut en écarter l'écorce inutile les mots baroques et les arguments bizarres pour s'attacher à une logique de raissonnements solides .
other,pl,il sut en écarter les mots baroques et les arguments bizarres pour s'attacher aux raisonnements solides .
other,pl,je me souviens que dans mes classes impatienté de tous ces mots baroques qui ne portoient à mon esprit aucune idée distincte j'en demandai un jour mais envain l'explication à mon régent .
other,pl,la philosophie devint un tissu de disputes interminables sur des mots baroques qui n'aboutissoient à rien de réel et de solide et qui ne servoient qu'à égarer l'esprit dans la région des chimères .
other,pl,la philosophie scientifiquement divisée en quatre parties aussi fécondes l'une que l'autre en illusions pénibles et embarrassantes devint un tissu de disputes interminables sur des mots baroques qui n'aboutissoient à rien de réel et de solide et qui n'avoient aucune espèce d'application ni d'usage si ce n'est d'égarer l'esprit dans la région des chimères .
other,pl,mots baroques qui indiquoient des formes d'arguments ridicules qui étaient en usage dans les collèges dans le temps qu'on y enseignoit la dialectique d'aristote .
other,pl,nous transcrivons ici ces mots baroques tels qu'ils se trouvent dans le mémoire .
other,pl,on donne toujours aux jeunes genes des exemples composés de mots baroques et d'un longeur ridicule .
other,pl,ou bien faisons-nous un langage extraordinaire choisissons les mots les plus baroques donnons leur des significations inconnues .
other,pl,passion qui est fille de l'oisiveté et de l'avarice et assez amie de toutes les autres qui remplit la tête de trente mots baroques et vides de sens et pour l'ordinaire aux dépens de la science de l'histoire de la moral de la nature qu'on se fait là un honneur d'ignorer .
other,pl,qui remplit la tête de trente mots baroques et vides de sens et pour l'ordinaire aux dépens de la science de l'histoire de la moral de la nature qu'on se fait là un honneur d'ignorer .
other,pl,toute la science de ces gents est une science de mots baroques inintelligibles qu'ils jettent à la tête pour en imposer aux hommes pour les voler et les assassiner .
other,pl,c'est un vrai croiant qu'elle attaque et un étrangèr qui rapporte des moeurs si baroques et si inégales avec les siennes .
other,pl,il n'y en a aucun à s'égarer sans choix sans frein sans règle sans précaution dans des modulations baroques d'où l' on ne sort qu'avec des efforts que l' on fait partager à ses auditeurs .
other,pl,par les mécomptes baroques qui résultoient de leur combinaison .
other,pl,peut on faire deux mariages aussi baroques .
other,pl,mes bons amis vous me refondrez cette masse informe vous me débrouillerez ce chaos ce grimoire de loix baroques .
other,pl,tiens a repris d'arras voici la procuration de sa mère que m gaudet remplira de son nom à cause que je suis mort civilement suivant nos loix baroques .
other,pl,car il n'y a point de langues si baroques qui n'ayent trouvé des partisans zélés qui en ont voulu placer l'origine dans le paradis terrestre .
other,pl,ainsi vous ne devez pas vous étonner des jugements baroques que la postérité a portés sur vos personnes .
other,pl,j'ai été à la comédie où j'ai vu jouer l'enfant prodigue en mauvais vers de dix syllabes dont la plupart sont chargés de chevilles et d'inversions baroques et dont les hémistiches riment ensemble .
other,pl,l'auteur prenant dans le sens propre le mot gothique qui s'applique figurément aux inventions baroques et de mauvais goût ne fait pas difficulté d'attribuer aux goths celle du contrepoint figuré des fuges des canons en un mot de toutes les combinaisons laborieuses qui ont exercé pendant près de trois siècles le savoir et la patien des plus habiles compositeurs .
other,pl,ils s'attaquaient bien au récitatif dont ils trouvaient les intonations baroques .
other,pl,les instruments les plus baroques les plus destructifs de toute musique deviendront dans ce système nécessaires à la représentation musicale d'une action qui se sera passée dans les lieux sauvages où ces instruments sont en usage .
other,pl,n'aveignez point les instruments baroques rauques qui nous font trembler tous .
other,pl,il ne faut pas être sin pour deviner le but de ces baroques imputations ouvrage de la politique et du ressentiment .
other,pl,il y a loin des découvertes du fidèle observations aux brusques incartardes d'un atrabiliare à qui les imaginations baroques paraissent toujours les mieux fondées .
other,pl,quelques marchands d'elverfeld s'étant préoccupés d'imaginations baroques en fait de religion qui leur firent donner le nom de raffinés feinen quittèrent cette ville pour chercher la nouvelle sion .
other,pl,c'est un amas informe d'idées baroques dont la plupart sont cependant très ingénieuses et quelques-unes très hardies .
other,pl,cette connaissance qu'il a acquise qu'il n'était rien moins que ce qu'ont voulu lui faire accroire ses lâches et fades adulateurs le renferme dans sa sphére ou plutôt dans le tourbillon des poètes gents qui ne sont pas obligés d'avoir provision de raison la rime leur suffit pour servir de passeport à leurs idées les plus baroques s'imaginant qu'ils parlent le langage des dieux .
other,pl,connoissant bientôt mon homme je flattai son goût pour l'extraordinaire et changeai ses plans de manière qu'un pensionniare des petites maisons n'auroit pu rapprocher des idées aussi baroques que celles qui me guidoient dans mes distributions .
other,pl,en attendant je regarde des idées aussi baroques qu'opposées à la saine raison comme si elles avoient été enfantées par une imagination dont la tête est dérangée .
other,pl,je ne m'arrêterai point à exposer et à réfuter toutes les idées baroques qu'elles ont fait naître je m'en tiens à la seule théorie qui me paroisse raisonnable et parfaitement d'accord avec les grands principes de la physique qui est celle de stahl éclaircie et perfectionnée par les expériences du docteur black .
other,pl,l'abbé a toujours des idées baroques .
other,pl,le défenseur des droits des évêques apprenne des écritures de la tradition et du concile de trente à parler le langage de l'église à corriger ses assertions prophanes la nouveauté et l'absurdité de ses idées baroques .
other,pl,le prince qui d'ailleurs ne manque pas de bons sens s'est reveillé de sa léthargie et a repondu avec fermeté qu'il était le maître chez lui et que ceux dont les regards étaient blessés de ces objects n'avaient qu'à en point venir de ce côté les privilèges des barons dans ce royaume sont si étendus que sans un coup d'autorité de la part du souverain on ne parviendra jamais du vivant du prince à détruire ces produits de la folie ce qui m'étonne le plus c'est que des idées aussi baroques puissent cadrer avec un esprit éclairé un sens droit des connaissances assez étendues et un coeur excellent .
other,pl,les hommes ont de temps en temps des idées baroques de dignité .
other,pl,mais comme je ne crois pas possible que paris souffrît un second deux september que les conjurations des prisons sont passées de mode et que le roi de prusse est bien loin dieu merci des plaines de châlons et qu'on ne pourrait pas ce me semble facilement persuader au peuple qu'il y a des hommes à massacrer pour les empêcher de lui préparer une loge à l'opéra l'observation de ce citoyen ne put me distraire des idées baroque que ce nombre de soixante émigrés avait fait naître dans ma tête .
other,pl,un char de goût et d'impudens laquais un habit leste et des gilets baroques feront sur moi des rapides effets .
other,pl,enfin après avoir récité certaines formules fort baroques sans perdre son livre de vue il en alloit tirer le papier reconnoître le cachet l'ouvrir et il trouvoit sa réponse écrite .
other,pl,une des plus baroques folies des anabaptistes fut la scène qu'ils donnèrent à amsterdam dans le 16e siècle .
other,pl,ils ne croient pas davantage qu'un simple regard des paroles inintelligibles des figures baroques des talismans constellés des poils humains des dents de loup des os desséchés et cetera aient aucune efficacité réelle de loin surtout .
other,pl,d'ailleurs n'ai je pas vu des farces baroques non moins dépourvues de sel et de vraisemblance que de véritable musique attirer pour la centième fois la même foule qu'à la première .
other,pl,quoique tout nous annonce que nous avons moins à craindre à des farces baroques je transcris vos propres termes non moins dépourvues de sel et de vraisemblance que de véritable musique on n'en doit pas moins sentir la justesse de vos réflexions .
other,pl,aussi l'auteur a cru devoir substituer aux expressions baroques enseignées par m ragot ces quatre mots .
other,pl,aussi l'auteur a cru devoir substituer aux expressions baroques enseignées par ragot ces quatre mots .
other,pl,cette foule d'expressions baroques est annoncée par les francs maçons comme un recueil des paroles sacrées ce seroit un crime de les prononcer hors de l'enceinte ce seroit une atrocité de les confier à un profane comme toute personne mes chers frères qui voudra des leçons sur cette partie n'auroit pas plus aisé de s'adresser à un rabin ou à quelque professeur de la propagande qu'à vos pitoyables maîtres d'école .
other,pl,d'autres avant nous ont relevé ses expressions baroques son affectation ridicule d'originalité et son fréquent néologisme .
other,pl,il s'est attaché au contraire à singulariser encore plus que de coutume sa singulière orthographe à employer des expressions baroques à n'offrir que des incidents bizarres et à fiare pour tout dire le fagot le mieux conditionné .
other,pl,il se corrige lui même de mille tours et de mille expressions baroques dont ses ouvrages fourmillent et qui pouroient au besoin composer un dictionnaire breton .
other,pl,je pourrois vous citer une foule d'expressions baroques de tours guindés d'antithèses pueriles de métaphores outrées .
